X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID,MesoWestStationID,MesoWestURL
-109.00839,47.83144,5842,LITTLE BULLWHACKER CREEK,16829752,2024/02/08 19:32:04+00,3256C488,240704,3100,"SITE IS ON WEST SIDE OF HILL APPROX. 10 YDS. DOWN.  SITE
VERY GRASSY AND PONDEROSA PINES SCATTERED AROUND VERY
LARGE CANYON TO WEST  FORTH MILE.
CALL HARRY LIDDLE (406) 357-3796 FOR ROAD REPORT.",47.83144,-109.00839,MT,Blaine,BLM,R5 Missouri Basin,LEWISTOWN,WASHINGTON D.C.,A,.78 inches,4 mph,282 degrees ,31 deg. F,NO DATA,84 % ,13.3 volts,NO DATA,261 degrees,10 mph,95 w/m2,16829751,LBCM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LBCM8&unit=0&timetype=GMT
-119.29472,43.51444,5844,SAGE HEN,16852787,2024/02/08 19:43:34+00,325D5242,353517,4400,"STATION LOCATED IN A LARGE FLAT BASIN WITH JUNIPER GROWING
WITHIN 1 MILE AS THE ROLLING ELEVATION RISES UP APPROX.
50 FEET UP TO THE SOUTHEAST AND SOUTHWEST.
HWY. 20 IS APPROX. 2 MILES TO THE NORTH.",43.51444,-119.29472,OR,Harney,BLM,R9 Columbia Pac NW,BURNS,WASHINGTON D.C.,A,2.2 inches,9 mph,299 degrees ,35 deg. F,NO DATA,57 % ,14.3 volts,NO DATA,299 degrees,17 mph,407 w/m2,16852785,SHFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SHFO3&unit=0&timetype=GMT
-106.16183,45.29722,5847,FORT HOWES,16831294,2024/02/08 19:27:04+00,325AC514,245201,3444,"STATION SITS SW OF FORT HOWE RANGER STATION AMONG SMALL
BREAKS ON TOP OF SMALL BROKEN RIDGE WITH LARGER MOUNTAINS
AND VALLEYS SURROUDING. STATION HAD EXTENSIVE BURN OVER
7/00.",45.29722,-106.16183,MT,Powder River,BLM,R5 Missouri Basin,MILES CITY,WASHINGTON D.C.,A,12.64 inches,14 mph,322 degrees ,34 deg. F,NO DATA,64 % ,14.1 volts,NO DATA,292 degrees,26 mph,443 w/m2,16831291,FHFM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=FHFM8&unit=0&timetype=GMT
-121.89646,45.4965800000001,5848,LOG CREEK,16978995,2024/02/08 20:06:54+00,32403D8E,350604,2800,FIRE WX FORECAST ZONE: 607,45.49658,-121.89646,OR,Multnomah,USFS,06,MT. HOOD NF,ZIG ZAG RD,A,18.11 inches,2 mph,296 degrees ,35 deg. F,38 deg. F ,99 % ,14.6 volts,27.1 (unk),306 degrees,9 mph,174 w/m2,16978990,LGFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LGFO3&unit=0&timetype=GMT
-114.75869,38.2819200000001,5849,COYOTE WASH,16845618,2024/02/08 19:42:04+00,325C43CE,261603,5770,"ON SMALL HILL SOUTH OFROAD 100 YDS. SAGEBRUSH AND JUNIPER
PINION PINE. VALLEY FLOOR 1 MI.TO THE WEST. LARGE MTN. RANGE
5 MI WEST.",38.28192,-114.75869,NV,Lincoln,BLM,R10 CA Great Basin,ELY,WASHINGTON D.C.,A,4.72 inches,5 mph,202 degrees ,34 deg. F,NO DATA,90 % ,14.7 volts,NO DATA,216 degrees,10 mph,51 w/m2,16845617,COYN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=COYN2&unit=0&timetype=GMT
-117.5246,33.4156800000001,5850,MATEO RIDGE,18565665,2024/02/08 20:22:13+00,923005D8,045748,810,,33.41568,-117.5246,CA,San Diego,DOD,USMC,CAMP PENDLETON,Alpha 1,A,12.45 inches,12 mph,271 degrees ,55 deg. F,61 deg. F ,70 % ,14.1 volts,24.8 (unk),282 degrees,25 mph,670 w/m2,18565663,TEOC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TEOC1&unit=0&timetype=GMT
-120.83842,43.43197,5851,FORT ROCK,16855347,2024/02/08 19:45:24+00,325D74AE,353406,4413,"STATION LOCATED IN FLAT BASIN OF SCATTERED JUNIPER.
SITE IS APPROX. 100 YDS SOUTH OF FT. ROCK GUARD STATION.
HELIPORT IS 50 YDS. TO N.W. SCATERED SMALL MOUNTAIN BLUFFS
IN ALL DIRECTIONS OF BASIN AREA FROM 2 TO 5 MILES DISTANT.",43.43197,-120.83842,OR,Lake,BLM,R10 CA Great Basin,LAKEVIEW,WASHINGTON D.C.,A,11.48 inches,6 mph,257 degrees ,35 deg. F,NO DATA,71 % ,14.1 volts,NO DATA,260 degrees,10 mph,369 w/m2,16855346,FKFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=FKFO3&unit=0&timetype=GMT
-108.35892,47.2441400000001,5853,DRY BLOOD CREEK,17114416,2024/02/08 19:41:15+00,3276951A,242303,3153,"STATION SITS ON TOP OF E-W FINGER RIDGE 1 MILE NORTH OF
DRY BLOOD CREEK DRAINAGE. GRASSES AND CACTI AROUND STATION.
PINE TREES EDGE FRINGE OF FINGER RIDGE.",47.24414,-108.35892,MT,Petroleum,BLM,R5 Missouri Basin,LEWISTOWN,WASHINGTON D.C.,A,.55 inches,11 mph,308 degrees ,30 deg. F,NO DATA,79 % ,14.1 volts,NO DATA,315 degrees,25 mph,283 w/m2,17114415,DBCM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DBCM8&unit=0&timetype=GMT
-118.40708,43.55742,5854,BALD MTN,16851762,2024/02/08 19:43:05+00,325282B8,353522,5592,"SITE SITS JUST BELOW AND SOUTH OF BALD MTN
ABOUT 1/4 MILE NICE SOUTHERN SLOPE",43.55742,-118.40708,OR,Harney,BLM,R9 Columbia Pac NW,BURNS,WASHINGTON D.C.,A,2.73 inches,5 mph,288 degrees ,33 deg. F,NO DATA,62 % ,14.1 volts,NO DATA,282 degrees,11 mph,376 w/m2,16851761,BAFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BAFO3&unit=0&timetype=GMT
-117.31972,39.9893300000001,5855,RED BUTTE,16838457,2024/02/08 19:39:15+00,32530656,260504,5026,"STA. EAST SIDE ANTELOPE VALLEY.
RED BUTTE 3 MI. TO SE.
CLAN ALPINE MTS. @ 20 MI. TO WEST.
STEEP ROCKY RIDGE @ 3 MI TO NORTH.",39.98933,-117.31972,NV,Lander,BLM,R10 CA Great Basin,BATTLE MOUNTAIN,WASHINGTON D.C.,A,2.01 inches,1 mph,323 degrees ,38 deg. F,NO DATA,67 % ,14 volts,NO DATA,284 degrees,7 mph,408 w/m2,16838456,RBTN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=RBTN2&unit=0&timetype=GMT
-106.09858,33.7729400000001,5856,CHUPADERA,16835636,2024/02/08 19:39:45+00,325B376A,292102,5541,"SETTING ON A KNOLL WITH A WASH TO THE NORTH, EAST,
AND SOUTH. SMALL KNOLL TO THE WEST. FARMHOUSE 500
YARDS TO THE NORTH. SOME CHEET GRASS, STAGHORN
CHOLLA, AND CREASOTE.",33.77294,-106.09858,NM,Socorro,BLM,R7 Upper CO Basin,SOCORRO,WASHINGTON D.C.,A,.77 inches,17 mph,205 degrees ,46 deg. F,NO DATA,37 % ,13.8 volts,NO DATA,195 degrees,26 mph,743 w/m2,16835634,BCHN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BCHN5&unit=0&timetype=GMT
-114.486,42.0795600000001,5857,BULL SPRING,16819521,2024/02/08 19:55:05+00,3253E5A4,104006,5700,"SAGE BRUSH AND GRASS COVER, INSIDE WILDLIFE ENCLOSURE.
RAWS IS ON A STEEP NORTH WEST SLOPE. BULL SPRINGS RUNS EAST
TO WEST, 25 FT. NORTH OF STATION.  STEEP HILL NORTH EAST OF
SITE 440 FT. HIGH.  WATER TRUOGH 200 YARDS TO THE SOUTH WEST
FED FROM SPRING",42.07956,-114.486,ID,Twin Falls,BLM,R9 Columbia Pac NW,SHOSHONE,WASHINGTON D.C.,A,1.94 inches,2 mph,308 degrees ,35 deg. F,NO DATA,66 % ,14 volts,NO DATA,295 degrees,6 mph,352 w/m2,16819520,BULI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BULI1&unit=0&timetype=GMT
-111.83325,42.89894,5858,POLE CANYON,16821562,2024/02/08 19:46:45+00,3253455C,103903,6854,"SITE SITS ON A SOUTHERN FACING SLOPE INTO VALLY
SITE SITS ON NORTH SIDE OF VALLY IN FOOTHILLS",42.89894,-111.83325,ID,Caribou,BLM,R9 Columbia Pac NW,IDAHO FALLS,WASHINGTON D.C.,A,.97 inches,6 mph,224 degrees ,28 deg. F,NO DATA,86 % ,13 volts,NO DATA,217 degrees,13 mph,326 w/m2,16821561,PCNI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PCNI1&unit=0&timetype=GMT
-110.28997,39.6093300000001,5859,BRUIN POINT,16865104,2024/02/08 19:40:34+00,32546184,421702,9755,"SITE SITS ON SSW SIDE OF HIGH KNOB ON A LARGE FINGER
RIDGE.  STEEP SLOPE 300YDS TO WEST.  GROUND COVER
IS MIXED WHITE PINE, DOUG FUR, SAGE AND ASPEN.     DIR TO
PRICE F.O.  EXIT 240, GO EAST TO 1ST LIGHT, RIGHT TURN(600W)
FOLLOW RD AROUND TO LEFT. 0.1 MI, BLM OFFICE ON RIGHT.",39.60933,-110.28997,UT,Carbon,BLM,R7 Upper CO Basin,MOAB,,A,1.71 inches,4 mph,156 degrees ,24 deg. F,NO DATA,92 % ,14.3 volts,NO DATA,171 degrees,12 mph,150 w/m2,16865100,BRPU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BRPU1&unit=0&timetype=GMT
-121.13806,42.20597,5861,GERBER RESERVOIR,16855094,2024/02/08 19:45:05+00,3250F1DC,353328,4950,"STATION SITS ON FLAT ROCKY AREA WITH SAGEBRUSH AND PINON-
JUNIPER. THE RAWS IS 1/4 MILE NORTHWEST OF THE GERBER
RESERVOIR. AND 1/8 MILE FROM THE BONANZA GUARD STATION.",42.20597,-121.13806,OR,Klamath,BLM,R10 CA Great Basin,LAKEVIEW,WASHINGTON D.C.,A,13.58 inches,1 mph,324 degrees ,35 deg. F,NO DATA,75 % ,14.4 volts,NO DATA,294 degrees,8 mph,292 w/m2,16855092,GRBO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GRBO3&unit=0&timetype=GMT
-115.51858,39.73589,5863,ALLIGATOR RIDGE,16844072,2024/02/08 19:41:34+00,32548276,260804,6675,"STA. SITS ON EAST POINTING FINGER ABOVE ALLIGATOR RIDGE MINE
TO THE NORTH, AND COMMUNITY TO THE SOUTH (BELOW).  RIDGE
RUNS TO THE NE RISING ABOVE STA.",39.73589,-115.51858,NV,White Pine,BLM,R10 CA Great Basin,ELY,WASHINGTON D.C.,A,1.19 inches,4 mph,280 degrees ,36 deg. F,NO DATA,78 % ,14.1 volts,NO DATA,259 degrees,8 mph,483 w/m2,16844071,ALLN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ALLN2&unit=0&timetype=GMT
-106.431,40.897,5864,INDEPENDENCE MOUNTAIN,17565473,2024/02/08 19:42:05+00,325B02F0,050305,8991,"STATION SITS IN HIGH MOUNTIAN OPEN MEADOW  ASPECT NW TO SE
TO THE NORTH SITS A STAND OF PINE QUAKER AND PINE
SAGE CONIFUR AND LOW LYING BRUSH DOMINATES THE MEADOW
FOUR MILES TO THE NORTH IS THE WALDORN RANCH
CALIFORNIA GULCH RUNS TO THE SOUTH.",40.897,-106.431,CO,Jackson,BLM,R7 Upper CO Basin,CRAIG,,A,.76 inches,5 mph,190 degrees ,29 deg. F,NO DATA,54 % ,14.2 volts,NO DATA,261 degrees,19 mph,470 w/m2,17565471,IMRC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=IMRC2&unit=0&timetype=GMT
-107.57278,42.3402800000001,5865,CAMP CREEK,16874811,2024/02/08 19:50:25+00,3278546C,482010,7380,"STATION JUST BELOW TOP OF RIDGE RUNNING EAST TO WEST.
WHISKEY PEAK IS LOCATED APPROX. 2 MI. TO SOUTH.
FERRIS MTS. APPROX. 10 MI. TO THE EAST.
VALLEY TO THE WEST.",42.34028,-107.57278,WY,Fremont,BLM,R7 Upper CO Basin,WORLAND,WASHINGTON D.C.,A,1.43 inches,26 mph,250 degrees ,27 deg. F,NO DATA,59 % ,14.6 volts,NO DATA,245 degrees,50 mph,667 w/m2,16874809,CAMW4,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CAMW4&unit=0&timetype=GMT
-118.14033,35.5358600000001,5868,BIRD SPRINGS PASS,16801108,2024/02/08 19:27:04+00,3277C79C,045122,6360,STATION IS LOCATED AT A COMMUNICATIONS SITE ON WYLEYS KNOB. PINYON AND JUNIPER ALL AROUND. SKINNER PEAK 3/4 MILE NE. KELSO PEAK 5 MILES SW. STATE HIGHWAY 14 12 MILES E. LAKE ISABELLA 15.5 MILES NW.,35.53586,-118.14033,CA,San Bernardino,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,1.25 inches,23 mph,318 degrees ,25 deg. F,NO DATA,96 % ,14.2 volts,NO DATA,316 degrees,33 mph,787 w/m2,16801106,BIJC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BIJC1&unit=0&timetype=GMT
-108.88031,39.4600300000001,5869,DEMAREE,17067051,2024/02/08 19:49:34+00,3265F06C,051507,7448,"STATION SITS 50YDS NO OF A NATURAL GAS PUMP STATION ON A
FINGER RIDGE RUNNING N/S. RADIO TOWER LOCATED APPROX. 3MI
NW ON GRASSY MTN. SOUTH CANYON APPROX. 2 1/2 MI. WEST.",39.46003,-108.88031,CO,Garfield,BLM,R7 Upper CO Basin,GRAND JUNCTION,,A,1.59 inches,3 mph,259 degrees ,32 deg. F,NO DATA,85 % ,14.1 volts,NO DATA,194 degrees,21 mph,265 w/m2,17067049,DMMC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DMMC2&unit=0&timetype=GMT
-114.16672,37.91986,5870,IMMIGRATION WASH,16846894,2024/02/08 19:45:44+00,3255B516,261608,6230,"SITE IS LOCATED ON FINGER APPROX ONE MILE SOUTH OF MTN
RANGE AND OPENS OUT INTO LARGE VALLY TO THE SW LOTS OF BUGS",37.91986,-114.16672,NV,Lincoln,BLM,R10 CA Great Basin,ELY,WASHINGTON D.C.,A,1.83 inches,5 mph,250 degrees ,37 deg. F,NO DATA,78 % ,14.2 volts,NO DATA,225 degrees,9 mph,202 w/m2,16846893,IMWN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=IMWN2&unit=0&timetype=GMT
-106.3295,40.21108,5871,GUNSIGHT,16806717,2024/02/08 19:46:25+00,325FC2D4,050404,8420,"SITE SITS ON HIGH MTN. SLOPE WHICH IS SEMI-ARID AND MAINLY
SOUTHERLY ASPECT. THE HOME RIDGE RUNS N-S WITH ITS PEAK DUE
NORTH APPROX. 1.5 MILES. FORESTED MTN. RNG. TO THE NE
RUNNING NW-SE. VALLEY TO SE WITH NUMEROUS RANCHES. HIGHER
MTN. RNG. TO SOUTH WITH HIGHER PEAKS APPROX. 20 MILES.",40.21108,-106.3295,CO,Grand,BLM,R7 Upper CO Basin,CRAIG,WASHINGTON D.C.,A,.73 inches,4 mph,324 degrees ,29 deg. F,NO DATA,74 % ,14.2 volts,NO DATA,279 degrees,7 mph,412 w/m2,16806714,GSPC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GSPC2&unit=0&timetype=GMT
-120.60011,36.3481100000001,5872,SANTA RITA,16798011,2024/02/08 19:57:34+00,3256A16E,044408,5036,"SITE SITS IN SADDLE HIGH PEAK TO THE SOUTH VALLEYS TO THE
EAST AND WEST  DIGGER PINE, MENSANETA, ACORN, AND BUSH",36.34811,-120.60011,CA,San Benito,BLM,R10 CA Great Basin,BAKERSFIELD,WASHINGTON D.C.,A,12.87 inches,4 mph,283 degrees ,34 deg. F,NO DATA,100 % ,14 volts,NO DATA,321 degrees,10 mph,447 w/m2,16798008,SRTC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SRTC1&unit=0&timetype=GMT
-117.35977,33.37219,5874,ROBLAR CANYON,18570781,2024/02/08 20:22:43+00,92303042,045732,915,,33.37219,-117.35977,CA,San Diego,DOD,USMC,CAMP PENDLETON,Zulu,A,15.46 inches,17 mph,257 degrees ,53 deg. F,57 deg. F ,68 % ,13.7 volts,24.2 (unk),269 degrees,27 mph,424 w/m2,18570779,CTGC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CTGC1&unit=0&timetype=GMT
-108.27778,38.5730600000001,5875,COTTONWOOD BASIN,16809775,2024/02/08 19:48:15+00,3259A7FC,053805,7220,"STATION SITS ON A RIDGE SLOPING TO THE NE WITH A LARGE
CANYON TO THE NORTH AND EAST.  SAGE, SMALL JUNIPER DOMINATE.",38.57306,-108.27778,CO,Montrose,BLM,R7 Upper CO Basin,MONTROSE,WASHINGTON D.C.,A,.82 inches,12 mph,224 degrees ,35 deg. F,NO DATA,60 % ,14.1 volts,NO DATA,209 degrees,22 mph,473 w/m2,16809772,CMEC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CMEC2&unit=0&timetype=GMT
-115.83969,33.5053600000001,5878,DOS PALMAS,16805478,2024/02/08 20:14:34+00,324E2442,045630,-95,,33.50536,-115.83969,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,2.13 inches,10 mph,287 degrees ,62 deg. F,NO DATA,34 % ,13.6 volts,NO DATA,278 degrees,18 mph,709 w/m2,16805474,DPMC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DPMC1&unit=0&timetype=GMT
-112.70631,42.36697,5879,BULL CANYON,16819001,2024/02/08 20:21:35+00,325204AC,103704,6418,"STATION SITS IN A 600YD CLEARING SURRONDED BY TALL PINES AND
BRAWD LEAF TREES.  SMALL SPRING/POND TO THE EAST.  GROUND
COVERED WITH GRASSES AND SOME SAGE.  HIGH MOUNTAINS 1.5MILES
TO THE WEST. STATION IS ON A NORTH EAST SLOPE",42.36697,-112.70631,ID,Power,BLM,R9 Columbia Pac NW,IDAHO FALLS,WASHINGTON D.C.,A,3.18 inches,3 mph,229 degrees ,34 deg. F,NO DATA,71 % ,14.1 volts,NO DATA,229 degrees,9 mph,44 w/m2,16819000,DPKI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DPKI1&unit=0&timetype=GMT
-117.095,38.4866700000001,5880,QUIMA PEAK,17405996,2024/02/08 20:11:45+00,3287350C,260810,7984,"Station sits just down to the east of Quima Peak is open
area of pinyon juniper.",38.48667,-117.095,NV,Lander,USFS,04,HUMBOLDT/TOIYABE NF,,A,1.81 inches,0 mph,330 degrees ,23 deg. F,NO DATA,93 % ,14.4 volts,NO DATA,0 degrees,0 mph,417 w/m2,17405992,TQIN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TQIN2&unit=0&timetype=GMT
-105.94842,45.0548600000001,5881,BRADSHAW CREEK,16831796,2024/02/08 18:24:44+00,3255E56A,245203,3930,"SITE IS ON A SADDLE WITH MAJOR RIDGES & COULEES IN ALL
DIRECTIONS. MAJOR DRAINAGES 100 YDS. SOUTH & NORTH.
GRASSLAND WITH SCATTERED CACTUS, SAGEBRUSH & PINE TREES.
SITE IS IN POWDER RIVER DRAINAGE (3 MILES). SITE IS ALSO
AN ACTIVE B-52 FLYWAY.",45.05486,-105.94842,MT,Powder River,BLM,R5 Missouri Basin,MILES CITY,WASHINGTON D.C.,A,16.14 inches,13 mph,310 degrees ,30 deg. F,NO DATA,82 % ,14.1 volts,NO DATA,321 degrees,24 mph,233 w/m2,16831795,BSHM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BSHM8&unit=0&timetype=GMT
-118.80922,36.41067,5884,CASE MOUNTAIN,17338671,2024/02/08 12:35:14+00,3268751E,044733,6450,"STATION SITES ON A RIDGE LINE. IT IS WEST OF SEQUOIA PARK
IT HAS LARGE TREES TO THE NORTH, TO THE SOUTH IS LARGE
VALLEY RUNNING EAST WEST.CASE MTN GROVE 1/2 MI SE. CINNAMON
GAP 1 MI SW.",36.41067,-118.80922,CA,Tulare,BLM,R10 CA Great Basin,BAKERSFIELD,,A,7.74 inches,0 mph,358 degrees ,21 deg. F,NO DATA,98 % ,12.6 volts,NO DATA,256 degrees,2 mph,0 w/m2,17338669,CSWC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CSWC1&unit=0&timetype=GMT
-95.22255,32.7588500000001,5885,LUFKIN PORTABLE RAWS,18530073,2024/02/08 19:29:04+00,32D4A322,,618,,32.75885,-95.22255,TX,Angelina,S&PF,TEXAS,TEXAS FOREST SERVICE,East,D,1.1 inches,2 mph,2 degrees ,67 deg. F,68 deg. F ,76 % ,13.2 volts,15.2 (unk),110 degrees,7 mph,NO DATA,18530070,TT257,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT257&unit=0&timetype=GMT
-108.21138,47.43087,5886,LEWISTOWN PORT #1,17332323,2023/09/15 13:48:34+00,326810F8,,2072,,47.43087,-108.21138,MT,Meagher,BLM,R5 Missouri Basin,LEWISTOWN,,D,8.89 inches,0 mph,241 degrees ,54 deg. F,50 deg. F ,56 % ,13 volts,8.7 (unk),188 degrees,3 mph,NO DATA,17332319,TR464,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TR464&unit=0&timetype=GMT
-114.27222,39.0227800000001,5887,MATHER,17146166,2024/02/08 20:11:35+00,FA6290A0,260809,9268,,39.02278,-114.27222,NV,,NPS,PACIFIC WEST,GREAT BASIN NP,,A,1.45 inches,2 mph,6 degrees ,24 deg. F,NO DATA,87 % ,14.4 volts,NO DATA,58 degrees,6 mph,67 w/m2,17146165,MTHN2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MTHN2&unit=0&timetype=GMT
-78.02282,35.4280000000001,5890,FINCH'S STATION,17498680,2024/02/08 20:14:34+00,40723676,317501,87,Mowed field.,35.428,-78.02282,NC,Wayne,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,NCFS,A,2.73 inches,2 mph,139 degrees ,60 deg. F,78 deg. F ,33 % ,13.6 volts,7.4 (unk),300 degrees,5 mph,489 w/m2,17498680,GBON7,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GBON7&unit=0&timetype=GMT
-76.81609,38.65239,5891,CEDARVILLE,17456162,2024/02/08 20:19:34+00,B8002418,181510,209,,38.65239,-76.81609,MD,Prince George's,S&PF,MARYLAND,DNR,,A,6.29 inches,2 mph,181 degrees ,55 deg. F,NO DATA,33 % ,13.6 volts,NO DATA,151 degrees,7 mph,131 w/m2,17456161,CVLM2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CVLM2&unit=0&timetype=GMT
-87.1375,30.36639,5892,NAVAL LIVE OAKS,17087264,2024/02/08 20:22:54+00,FA64E6FE,080202,15,,30.36639,-87.1375,FL,,NPS,SOUTHEAST,GULF ISLANDS N.SEASH,,A,5.51 inches,6 mph,93 degrees ,63 deg. F,71 deg. F ,74 % ,13.7 volts,10.7 (unk),100 degrees,14 mph,436 w/m2,17087263,NLOF1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NLOF1&unit=0&timetype=GMT
-108.09939,46.2609400000001,5893,STEAMBOAT,17507622,2024/02/08 19:41:49+00,3268E07C,,3716,"steamboat mountain sits 1 mile to the SE. sagebrush and
juniper around station",46.26094,-108.09939,MT,Yellowstone,BLM,R5 Missouri Basin,MONTANA STATE OFFICE,,A,.37 inches,1 mph,209 degrees ,34 deg. F,NO DATA,70 % ,14.1 volts,NO DATA,330 degrees,5 mph,276 w/m2,17507620,STBM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=STBM8&unit=0&timetype=GMT
-108.86146,36.0764800000001,5894,WASHINGTON PASS,17408293,2024/02/08 19:41:14+00,3279F66E,290101,9352,,36.07648,-108.86146,NM,San Juan,BIA,Navajo,Navajo Region Office,,D,.21 inches,5 mph,266 degrees ,24 deg. F,NO DATA,92 % ,14.2 volts,NO DATA,271 degrees,12 mph,283 w/m2,17408291,WPFW1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WPFW1&unit=0&timetype=GMT
-122.42778,44.5922200000001,5895,YELLOWSTONE MTN.,16860747,2024/02/08 20:17:34+00,3249E368,352024,3080,"SITE SITS IN OLD BURN TURNED PLANTATION.  LOCATED AT 50 YDS
FROM TOP OF RIDGE WITH SNOWPEAK APPROX. 2 MILES NORTHWEST OF
SITE.  SURROUNDING AREA IS DOUGLAS FIR FORESTS.",44.59222,-122.42778,OR,Linn,BLM,R9 Columbia Pac NW,SALEM,OR & CA RR PROP,A,24.73 inches,1 mph,2 degrees ,36 deg. F,NO DATA,98 % ,14.5 volts,NO DATA,250 degrees,8 mph,189 w/m2,16860746,YEFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=YEFO3&unit=0&timetype=GMT
-119.64497,37.5344700000001,5896,WAWONA,17506602,2024/02/08 19:51:34+00,FA673798,044109,4309,Station is located approximately 0.5 miles SE of Wawona on Studhorse ridge road.,37.53447,-119.64497,CA,Mariposa,NPS,PACIFIC WEST,YOSEMITE NP,,A,18.66 inches,1 mph,268 degrees ,35 deg. F,33 deg. F ,86 % ,13.8 volts,27 (unk),187 degrees,6 mph,166 w/m2,17506600,WWNC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WWNC1&unit=0&timetype=GMT
-107.42028,35.05197,5897,LAGUNA,17457443,2024/02/08 19:33:44+00,5213A71C,293304,5805,,35.05197,-107.42028,NM,Cibola,BIA,Southwest,Laguna Agency,,A,.47 inches,5 mph,183 degrees ,46 deg. F,NO DATA,37 % ,13.8 volts,NO DATA,132 degrees,12 mph,648 w/m2,17457440,LRAN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LRAN5&unit=0&timetype=GMT
-109.83306,33.3598200000001,5898,DRY LAKE,17086271,2024/02/08 19:27:34+00,5210B364,021009,7405,"STATION IS AT ""POINT OF PINES"" LOOKOUT. DRY LAKE IS ONE MILE
SOUTHWEST. LARGE RIM RUNS NORTHWEST TO SOUTHEAST ABOUT TWO &
A HALF MILES SOUTHWEST. POINT OF PINES LAKE TWO MILES TO THE
EAST. POINT OF PINES RANGER STATION TO THE EAST ABOUT FIVE
MILES.",33.35982,-109.83306,AZ,Graham,BIA,Western,San Carlos Agency,,A,4.17 inches,9 mph,163 degrees ,33 deg. F,NO DATA,90 % ,14.1 volts,NO DATA,180 degrees,22 mph,585 w/m2,17086269,QDLA3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=QDLA3&unit=0&timetype=GMT
